35017
母は私を公園に連れていった。|Ma mère m'emmena au parc.
彼の援助で私の父は難点を切り抜けた。|Son soutien mena mon père à la réussite.
その記事は事実と符合しない。|Ces rapports ne concordent pas avec les faits.
常時シートベルトを着用のこと。|Attachez toujours votre ceinture de sécurité.
博覧会の開催期間は６ヶ月です。|L'exposition sera tenue pendant six mois.
私はその試合に負けると思う。|Je crains que nous perdions la partie.
こんな広大な景色は初めて見ました。|Je n'ai jamais vu un paysage aussi vaste.
メアリーは花を持っている。|Marie a une fleur à la main.
箱の中のりんごの一部が腐っていた。|Quelques pommes dans la boîte étaient pourries.
１６時に仕事に来るのは遅くない。|Venir au boulot à seize heures n'est pas tardif.
あなたの車を使わせていただけますか。|Puis-je emprunter ta voiture ?
そんなに遠くありません。|Ce n'est pas si loin.
トムに必要なのは、少しの愛情と思いやりです。|Tom a juste besoin d'un peu d'amour et de sympathie.
３月１５日で学校は終わりです。|Le 15 mars sera mon dernier jour d'école.
大人だけこの映画が見える。|Seuls les adultes peuvent voir ce film.
来週私は仕事で東京にいます。|Je serai à Tokyo pour affaires la semaine prochaine.
それ一口ちょうだい。|Passe-m’en un bout.
あしたは一日中ひまです。|Je suis libre toute la journée de demain.
彼はその仕事を引き受けてくれた。|Il a accepté le job.
どうも熱があるらしい。|Il semble que j'aie de la fièvre.
有用な鉄則―始める前によく考えろ。|Une règle utile : Réfléchis avant de commencer.
俺に任せろ。|Je m'en charge.
トムの本は返した？|Avez-vous rendu son livre à Tom?
創造力を働かさなければならない。|Tu dois entraîner ta créativité.
「意外な趣味だな・・・転校生」「俺は可愛いから許す」|« Elle a de curieuses occupations, la nouvelle. » « Moi je lui pardonne, je la trouve mignonne. »
「私もご一緒してかまいませんか？」「もちろんです」|«Est-ce que ça va si je me joins à vous ?» «Naturellement !»
どこ行ってきたの？|T’es allée où ?
我々は彼が支持してくれるものと思っていた。|Nous pensions qu'il allait nous soutenir.
母は暗くなってから私が外出してはいけないと言い張る。|Ma mère insiste pour que je ne sorte pas à la nuit tombée.
ハワイに行きたいものです。|J’aimerais aller à Hawaii.
血は水よりも濃し。|Le sang est plus épais que l'eau.
若い頃、よくこの川で泳いだものだった。|Je venais souvent nager dans cette rivière quand j'étais jeune.
もう彼を信じたりしない。|Je ne le crois plus.
両親はたった今、駅に着いたばかりです。|Mes parents viennent d'arriver à la gare.
私の注意を引いた最も興味深いことの一つは、美の評価においては永続性などないということである。|Une des choses les plus curieuses qui ait forcé mon attention est qu'il n'y a pas de continuité dans l'appréciation de la beauté.
まず第一に、我々は宿題を済ませなければならない。|Tout d'abord, nous devons finir les devoirs.
彼女は私を見てほほえんだ。|Elle me regarda et sourit.
健康のほうが富より大事なことは言うまでもない。|Cela va sans dire que la santé est plus importante que la richesse.
彼こそが私に必要な人なのかもしれない。|Il pourrait bien être exactement celui dont j'ai besoin.
外国の切手を持ってますか。|Avez-vous des timbres étrangers ?
彼はスポーツが好きじゃない。ぼくもすきじゃないな。|Il n'aime pas le sport. Moi non plus.
この石はとても重かったので持ち上げることができなかった。|Cette pierre était si lourde que je n'ai pas pu la soulever.
彼女の言うことはわからない。|Ce qu'elle dit est incompréhensible.
彼はオハイオ州で生まれた。|Il est né dans l'Ohio.
僕は君くらい利口だといいのだが。|J'aimerais être aussi malin que vous ne l'êtes.
お気に召しましたでしょうか？|Est-ce que cela vous plaît ?
明日、叔父さんと会う約束がある。|J'ai rendez-vous avec mon oncle demain.
人は誰でも芸術家になりたいわけではありません。|Tout le monde ne veut pas être artiste.
部屋には子供たちがたくさんいた。|Il y avait plusieurs enfants dans la pièce.
今日の新聞によれば、昨日チリで大地震があったそうだ。|D'après le journal, il y a eu un grand tremblement de terre au Chili hier.
頭よくなりたい。|Je veux être intelligent.
「どうだった？」「急性虫垂炎だって」|"Alors ?" "On a dit que c'était une appendicite aiguë"
妹は悪い風邪にかかっている。|Ma sœur souffre d'un mauvais rhume.
君にお金をあげるから俺が必要なのか。|As-tu besoin que je te donne de l'argent ?
はじめて泳いだ時のこと思い出せますか？|Peux-tu te souvenir de la première fois que tu as nagé ?
彼は先生から金時計を与えられた。|Le professeur lui a offert une montre en or.
私はあなた会えばあなたのお母さんを思い出す。|À chaque fois que je te vois, je pense à ta mère.
競争相手を誤らせるためには、欺きは許される。敵に対してはどんな手を使ってもよい。|Pour tromper un rival l'artifice est permis ; on peut tout employer contre ses ennemis.
映画はどれもたいくつだ。|Tous ces films sont ennuyeux.
彼らには、ほかにどこも行くところがありません。|Ils n'ont nulle part où aller.
彼は５つの言語を話すことができる。|Il peut parler cinq langues.
私は宿題をしなければならない。|Je dois faire mes devoirs.
コーヒーを飲みながら話しましょう。|Parlons autour d'une tasse de café.
多くの観光客がその島に押し寄せた。|Un groupe de touristes a envahi l'île.
私は眠らなければなりません。|Je dois aller dormir.
トランプでごまかすのはよくないことだ。|C'est mal de tricher aux jeux de cartes.
遠くからは、その小さな島は亀のように見えた。|De loin la petite île ressemblait à une tortue marine.
私は仕事をし続けた。|J'ai continué à travailler.
彼は貧しいが正直だ。|Il est pauvre mais honnête.
ピアノを弾くのは難しい。|Jouer du piano n'est pas facile.
ニューヨークからの船はまもなく到着するだろう。|Le bateau depuis New-York devrait arriver prochainement.
彼はけさいつものような元気がない。|Il n'est pas lui-même ce matin.
「スーパーソニック」は世界制覇すると思うかい。|Pensez-vous que les "Supersonics" vont se frayer un chemin jusqu'au championnat du monde ?
用事以外は入場お断り。|Entrée interdite sauf pour les personnels.
静かに！|Silence !
僕は勃起しています。|J'ai une érection.
私は急いで着物を着た。|Je me suis habillé précipitamment.
彼はどこだ？|Il est où, lui?
彼はほんの子供に過ぎない。|Il n'est qu'un enfant.
いつ出発するのが君には都合がよいですか。|À quel moment le départ te conviendrait-il ?
今のところは十分です。|Pour le moment, cela suffit.
明日の準備できた？|As-tu tout préparé pour demain ?
父は私の宿題をよく手伝ってくれる。|Père m'aide souvent pour faire mes devoirs.
彼はその家を購入する目的で調べに来た。|Il est venu visiter cette maison dans le but de l'acheter.
彼女の声はまだ私の耳に残っている。|Sa voix résonne encore à mes oreilles.
彼は健康そうだ。|Il a l'air en bonne santé.
彼らは彼が嘘をついていたという結論に達した。|Ils arrivèrent à la conclusion qu'il avait menti.
誰もが彼女のことを誉める。|Tout le monde dit du bien d'elle.
自分のサイトのレイアウトを変えた。|J'ai changé la disposition de mon site.
彼らはその男を社会にとって危険人物と考えた。|Ils considéraient cet homme comme un danger pour la société.
中華料理が好きですか？|Aimes-tu la cuisine chinoise?
新しい自転車が必要だ。|J'ai besoin d'un nouveau vélo.
何食べたの？|Qu'est-ce que tu as mangé?
私は寝る前に歯を磨きます。|Je me brosse toujours les dents avant d'aller au lit.
どうしたら金持ちになれるのかしら？|Comment puis-je m'enrichir ?
あなたは亜紀子さんと佐知子さんとどちらが好きですか。|Qui apprécies-tu le plus, Akiko ou Sachiko ?
健康ほど良い物はない。|Rien n'est meilleur que ne l'est la santé.
一日に何回鏡で自分を見ているの？|Combien de fois par jour te regardes-tu dans le miroir ?
彼女は昨日叔母さんの家に泊まった。|Elle a rendu visite à sa tante hier.
私達は彼に時計を贈呈した。|Nous lui avons offert une montre.
家にいるよりむしろ出かけたい。|Je préfère sortir que rester à la maison.
彼とスキーに行こうとは決して思わない。|Il est la dernière personne avec qui je voudrais aller skier.
彼は世の中を正気に戻した。|Il ramena le Monde à la raison.
暑くて仕方ない。|Il fait trop chaud.
財布をどこかこの辺に落とした。|J'ai perdu mon portefeuille quelque part par ici.
外国語の学習に興味がありますか。|Vous intéressez-vous aux langues étrangères ?
やめなさい。|Ça suffit !
朝は普通何時に起きますか。|Quand te lèves-tu habituellement ?
君の考えをはっきり言いなさい。|Exprime ton idée clairement.
もうあの音には我慢できない。|Je ne peux pas supporter ce bruit une minute de plus.
めがねをかけたあの紳士はどなたですか。|Qui est ce monsieur avec des lunettes ?
その年になってもまだ彼女は若々しい少女の面影を保っていた。|Malgré son âge, elle gardait toujours ses airs de jeune fille.
父は徐々に回復しています。|Mon père s'améliore progressivement.
彼女はだんだん、捨て鉢になった。|Elle perdait espoir petit à petit.
犬は時には危険な動物である。|Un chien peut être parfois un animal dangereux.
おどおどして首をたれた。|Il inclina la tête embarrassé.
辛い思いしてまで学校に行く価値なんかないと思うよ。|Je pense qu’il n’y a pas grand intérêt à ce que tu ailles à l’école si c’est pour remuer le couteau dans la plaie.
私は新しいカメラを手に入れた。|Je me suis procuré un nouvel appareil photographique.
私たちの通った列車は長いトンネルを通過した。|Notre train est passé dans un long tunnel.
あ、カメラ忘れた！|Zut ! J'ai oublié mon appareil photo !
今日はトムの誕生日だ。|Aujourd'hui c'est l'anniversaire de Tom.
何をさし上げましょうか。|Puis-je vous aider ?
彼は駅に早く着くように努めた。|Il fit un effort pour arriver tôt à la gare.
私はこの６年間学校で英語を勉強してきたのに、英語を話す事が得意ではない。|Je ne parle pas bien l'anglais, bien que je l'aie étudié six ans à l'école.
彼はある種彼女の下僕だな。|Il est en quelque sorte son serviteur.
彼女は、どうしてそんなことが可能なのかと尋ねている。|Elle demande comment c’est possible.
まだ起きるには早すぎる。|Il est encore trop tôt pour se lever.
自分の家を持ったとして、もし立派な書庫がなければ私は幸せとは言えないだろう。|Quand j’aurai une maison à moi, je serai malheureuse si je n’ai une belle bibliothèque.
それを知らない人はほとんどいない。|Il n'y a pratiquement personne qui ignore ça.
男子も女子も学校で料理の授業をとるべきだ。|Garçons et filles devraient suivre des cours de cuisine à l'école.
彼はたくましい青年だ。|C'est un jeune homme robuste.
私は明日彼に会う。|Je le verrai demain.
今週末は暇？|T’es libre, ce week-end ?
彼は名声を熱望している。|Il était avide de reconnaissance.
私は昨夜テレビをつけっぱなしにして寝てしまった。|Hier soir je me suis endormi avec la télévision allumée.
「これが探していたものだ」と彼は叫んだ。|« C'est ce que j'étais en train de chercher », s'exclama-t-il.
彼は水に飛び込んだ。|Il sauta dans l'eau.
わたしはその問題を真剣に考えなかった。|Je n'ai pas sérieusement pensé au sujet.
本当に暇なら本を読め。区立図書館で借りて。|Si tu as vraiment du temps libre, lis un livre. Empruntes-en un à la bibliothèque du quartier.
薬を飲まなければなりません。|Je dois prendre des médicaments.
彼にはよくあることだが、ひげをそらずに会社にでかけた。|Comme c'est souvent le cas avec lui, il partit au bureau sans se raser.
この店にはバッグがありますか。|Y a-t-il des sacs dans cette boutique ?
彼はなけなしのお金をわたしにくれた。|Il me donna le peu d'argent qu'il possédait.
日本は初めてですか。|Est-ce votre première visite au Japon ?
私はアンに人形を作ってやった。|J'ai fabriqué une poupée pour Ann.
質問に質問で返すのやめてくんない？|Tu pourrais arrêter de répondre à mes questions par des questions ?
声変だよ。どうしたの？|T’as une voix bizarre. Qu’est-ce qu’il y a ?
あなたを支持します。|Je suis de votre côté.
批評にそんなに神経質になるな。|Ne soyez pas si sensible à la critique.
あの歌舞伎役者は若い人達に非常に人気がある。|Cet acteur de Kabuki est très connu parmi ces jeunes gens.
王様はけさ狩りに出かけた。|Le roi est allé chasser ce matin.
彼は驚異的な力で自動車を持ち上げた。|Il souleva la voiture grâce à sa force exceptionnelle.
私は彼が仕事についた年をおぼえています。|Je me rappelle l'année où il a eu un travail.
何を考えていたんだっけ。|Je ne sais pas à quoi je réfléchissais.
彼はすてきなアパートをメアリーにみつけてやった。|Il a trouvé un bel appartement pour Mary.
やっと帰る気になったのさ。|On rentre chez nous.
彼女はダイエット中だ。|Elle fait un régime.
彼は書類を大声で読んだ。|Il lut le document à haute voix.
国民保健サービスは、生涯に渡ってあなたのお世話を致します。|Le service national de santé prend soin de vous durant toute votre vie.
春はまもなくやってくる。|Le printemps est pour bientôt.
本は紙で出来ている。|Un livre est fait de papier.
彼女は親切にも私の荷物を運んでくれた。|Elle fut assez aimable pour porter mes bagages.
トムに話したいですか。|Vous souhaitez parler à Tom ?
彼は嘘をついたと彼女を非難した。|Il l'accusa de lui avoir menti.
その歌は大ヒットだった。|Cette chanson a eu beaucoup de succès.
彼は脱走するたびにこの土地に帰ってきた。|Chaque fois qu'il s'échappait, il retournait dans cette région.
その件に関しては言いたいことがたくさんあった。|J'avais beaucoup de choses à dire sur le sujet.
彼は彼女を抱きすくめた。|Il serra soudainement ses bras autour d'elle.
母乳で育てています。|Je nourris mon bébé au sein.
気に入ってもらえるといいんだが。|J’espère que ça te plait.
世界は奇人の巣だ。|Le monde est une cage à fous.
背中が痛んでテニスが出来ない。|À cause d'une douleur dans le dos, je n'ai pas pu jouer au tennis.
通りの真ん中で救急車が故障した。|L'ambulance est tombée en panne au milieu de l'avenue.
彼はただおもしろがってそれをしただけだ。|Il l'a fait juste pour le plaisir.
彼はすぐそばに住んでいる。|Il n'habite pas loin.
彼は私に便りをすると言ったがまだしてこない。|Il avait dit qu'il m'écrirait, mais il n'en fut rien.
トムに話してもいい？|Je pourrai en parler à Tom ?
紅茶にレモンの風味を加えて下さい。|Ajoutez la saveur du citron au thé.
彼は就職を丁重に断った。|Il a refusé poliment l'offre d'emploi.
目がうそをついていますよ。|Vos yeux vous trahissent.
彼は十時七分過ぎに来た。|Il arriva à dix heures et sept minutes.
私は彼と協力して仕事をした。|J'ai travaillé main dans la main avec lui.
以前とは人生観も変わった。|Je vois désormais la vie différemment de ce que je le faisais auparavant.
彼は財布から１ドルを取り出した。|Il sortit un dollar de son portefeuille.
それは古い法律です。|C'est une ancienne loi.
この部屋はそう大きくはない。|Cette pièce n'est pas très grande.
一度に一つしか、だめよ。|Tu ne peux faire qu'une seule chose à la fois.
あの男は手が早いから気をつけた方がいいよ。|Ce type est un Don Juan donc tu devrais faire attention.
あと何時間で到着しますか。|Dans combien de temps arrivons-nous ?
彼女は高価な指輪をしている。|Elle porte une bague de prix.
あのコアラ見て！|Regarde le koala là-bas.
申請書は黒か青のボールペンで記入してください。|Remplissez le formulaire de candidature à l’aide d’un stylo bille noir ou bleu.
自己紹介してもいいですか。|Me permettez-vous de me présenter ?
うちの庭にりんごの木を植えました。|J'ai planté un pommier dans mon jardin.
自然界には褒美もなければ罰もない。|Dans la nature il n'y a ni récompense ni punition.
今後も永久にタバコをやめたのですか。|Avez-vous arrêté la cigarette une fois pour toutes ?
もう一回最初からやってみたら？|Et si tu recommençais depuis le début ?
彼からお金を借りることは、私のプライドが許さなかった。|La fierté m'empêcha de lui emprunter de l'argent.
何だこの大騒ぎは？|Qu'est-ce que c'est que ce barouf ?
あれはバス停です。|C'est l'arrêt de bus.
何か読むときは読んでいる物のことを考えなさい。|Pense à ce que tu es en train de lire pendant que tu le lis.
登録用紙は無料で入手できます。|Je suis capable d'obtenir gratuitement un formulaire d'enregistrement.
アクセントで彼がドイツ人だとわかる。|À son accent, je peux dire qu'il est allemand.
彼女の息子は二人とも戦争中に死んだ。|Ses deux fils sont morts pendant la guerre.
トムのケチ！|T’es radin !
彼は給料の良い会社に変わった。|Il a changé de société pour un bon salaire.
私は首を横に振った。|Je secouais la tête.
よく聞こえないのです。|J'ai du mal à entendre.
紙袋をいただけますか。|Puis-je avoir un sac en papier ?
私の知る限りでは、その本は一度も日本語に翻訳されていない。|D'après ce que je sais, ce livre n'a jamais été traduit en japonais.
私たちがロープでがけを降りたのは本当に冒険だった。|C'était pour nous toute une aventure de descendre la falaise en rappel.
お兄さんは車の運転が出来ますか。|Ton frère sait-il conduire une voiture ?
その金は仲間と山分けした。|J’ai partagé l’argent avec mon pote.
僕何でもズバズバ言っちゃう方だから、傷ついたら傷ついたって言ってね。|Je suis du genre à parler franchement, alors dis-le si je te blesse.
彼女の年齢を言い当てられますか。|Peux-tu deviner son âge ?
最大２００語以内に。|Longueur maximum : 200 mots.
私はいつも夏はいなかへ行きます。|Tous les étés, je vais à la campagne.
私はあなたが最近ニューヨークタイムズに載せた広告は素晴らしいと思います。|Je suis impressionné par votre récente publicité dans le New York Times.
戦争は何としても避けなければならない。|Nous devons éviter la guerre à tout prix.
彼は昨夜テレビに出た。|Il est passé à la télévision la nuit dernière.
ナンシーはめったに笑わない。|Nancy sourit rarement.
高熱だからといって、安易に解熱剤を用いるのは良くない。|Juste parce que tu as une grosse fièvre, Il n'est pas nécessaire de prendre des médicaments aussi machinalement.
何ヵ月も彼から便りがない。|Je n'ai aucune nouvelle depuis plusieurs mois.
彼はまあ紳士と言える人だ。|C'est une sorte de gentleman.
彼が自転車に乗れるようになるまで３ヶ月かかった。|Cela lui a pris trois mois pour apprendre à faire du vélo.
そんなに怒る必要はない。怒りを抑えなさい。|Il n'est pas nécessaire de s'énerver à ce point. Calme-toi s'il te plait.
トムには言わないでね。|Ne le dis pas à Tom.
私の部屋は４階にあります。|Mon appartement est au troisième étage.
テストとかなければいいのに。|Ce serait bien si on n’avait pas d’examens.
ホワイトさんにご紹介させて下さい。|Laissez-moi vous présenter M. White.
目を閉じてください。|Fermez les yeux, s'il vous plaît.
もしもし、後藤さんのお宅ですか。|Bonjour. Est-ce la maison des Goto ?
トムは泣いているようです。|On dirait que Tom pleure.
あの馬鹿、どこへ行くつもりだ？|Cet imbécile, où pense-t-il aller ?
グレースがまだ来ていません。|La grâce n'est pas encore venue.
君はもうレポートを提出しましたか。|Avez-vous rendu votre rapport ?
彼らは他の人たちを助けようとして命を落とした。|Ils sont morts en essayant de sauver les autres.
彼は腕を３度撃たれた。|On lui tira trois fois dans le bras.
料理がお上手と聞いています。|On m'a dit que vous étiez bonne cuisinière.
私は京都で生まれた。|Je suis né à Kyoto.
彼は彼女の親切に付け込んだ。|Il abuse de sa gentillesse.
入ってきてください。ドアは開いています。|Entrez, la porte est ouverte.
日増しに暖かくなっている。|Ça devient plus chaud de jour en jour.
お嬢様、薬を飲まないでください。|Princesse, ne buvez pas la potion.
どういうはずみでここに来たのか自分でもわからない。|Je ne sais pas ce qui m'a motivé à venir ici.
彼はピカソの作品を２つ持っている。|Il possède deux œuvres de Picasso.
彼は私の三倍本を持っている。|Il a trois fois plus de livres que j'en ai.
彼女に振られたくらいでそんなに落ち込むなよ。|Sois pas si déprimée juste parce qu’elle t’a quittée.
私は黒白まだらの犬を飼っている。|J'ai un chien noir et blanc.
これ以上質問はありません。|Je n'ai pas d'autres questions.
どこへ行っていたと思う？|Devine où j'ai été.
彼は農場を買う金がなかった。|Il n'avait pas d'argent pour acheter la ferme.
父が死んでから五年目の歳月がたった。|Cela fait cinq ans que mon père est décédé.
世界には約７０億の人々が暮らしている。|Environ sept milliards d'hommes vivent dans le monde.
ビルはまったくの馬鹿だ。|Bill est un vrai imbécile.
私は哲学者になるつもりでいた。|Je voulais devenir philosophe.
彼は手を差し出し、私はそれを握った。|Il tint fermement ma main.
彼は優れた学者としてすべての人々に知られている。|Il est réputé pour être bon élève.
我々は一日に三度食事をする。|Nous prenons trois repas par jour.
彼女はそのことについて話したくないんだよ。|Elle ne veut pas en parler.
もうこれ以上はできません。|Je ne peux pas aller plus loin.
君がいなければできなかった。ありがとう。|Je n'aurais pas pu le faire sans toi. Merci.
ちょうどその時、電話が鳴った。|À cet instant précis, le téléphone sonna.
一晩泊めてもらいたいんだけど。|J’aimerais rester pour une nuit.
米の値段が３パーセント上がった。|Le riz a augmenté de trois pour cent.
読書が好きです。|J'aime lire des livres.
今日より明日来てくれる方がいいです。|Je préférerais que vous veniez demain plutôt qu'aujourd'hui.
彼はアジアの多くの国を訪れた。|Il a visité beaucoup de pays en Asie.
そのマウンテン・バイクはいくらですか。|Combien pour ce VTT ?
バス停で待ってるよ。|Je t’attends à l’arrêt de bus.
目を閉じて。|Ferme tes yeux.
どうやってガソリンを入れるか教えていただけますか。|Pourriez-vous m'expliquer comment mettre de l'essence ?
コーヒー、砂糖が入りすぎだよ。|Il y a trop de sucre dans le café.
好きな食べ物は何でも食べなさい。|Mangez ce que vous voulez.
私は自分の車を売って大きな利益を得た。|J'ai fait un bon profit en vendant ma voiture.
もう少し大きくして。|Un peu plus fort.
おとなになったら歴史を教えたい。|Plus tard, j'aimerais être professeur d'histoire.
テレビアンテナが昨夜のあらしでとれた。|L'antenne de télé a été cassée par l'orage la nuit dernière.
彼女の話は本当かなと思った。|Je me suis demandé si son histoire était vraie.
彼はドイツなまりの英語をはなす。|Il parle anglais avec un accent allemand.
あの頃の我々はもっと若かった。|À cette époque, nous étions plus jeunes.
私は先日あなたのお兄さんに会いました。|J'ai vu ton grand frère l'autre jour.
彼は英語を少し話します。|Il parle un peu anglais.
彼女は自分のバッグをりんごで満たした。|Elle a rempli son sac de pommes.
私はこれらの言葉を彼が話したとおりに思い出すことができる。|Je peux me souvenir de ces mots exactement comme il les a prononcés.
アキラは数分の間外出した。|Akira sortit quelques minutes.
彼の家はどこかこの辺だ。|Sa maison est quelque part par là.
彼らはもうじき結婚すると噂されている。|La rumeur dit qu'ils vont se marier.
いいえ。|Non.
これらの単語を辞書で調べなさい。|Cherchez ce mot dans le dictionnaire.
彼は最近いい仕事を手に入れた。|Il a récemment trouvé un bon travail.
彼は思いを故郷に向けていた。|Il dirigea ses pensées vers son foyer.
彼女はたいへん流暢に英語を話す。|Elle parle anglais de manière très fluide.
川がその町を分断している。|Une rivière divise la ville.
もう一度やってみても無駄だ。|Ça ne sert à rien de réessayer.
彼の声は大きい。|Il a une grosse voix.
ちょっと相談に乗ってもらってもいいですか？|Est-ce que je pourrais te parler de quelque chose ?
彼は眼鏡をかけている。|Il porte des lunettes.
私は真実を知っている。|Je connais la vérité.
日本は天然資源に乏しい。|Le Japon est pauvre en ressources naturelles.
私は彼女から手紙をもらった。|J'ai reçu une lettre d'elle.
決めました。|Je me suis décidé.
彼女は、恐怖心を隠すために笑った。|Elle a ri pour cacher sa peur.
私の月給は３０万円だ。|Mon salaire mensuel est 300 000 yen.
彼女の願いはいつか外国に留学することだ。|Son souhait est d'étudier à l'étranger, un jour.
事故が起こったところである。|Un accident vient tout juste d'arriver.
彼は来月ニューヨークへ行きます。|Il part pour New York le mois prochain.
私は朝早く起きるのに慣れていない。|Je ne suis pas habituée à me lever tôt.
この小説は読む価値がある。|Ce roman vaut la peine d'être lu.
誰も私を助けにこなかった。|Personne n'est venu à mon secours.
彼女は八つだ。|Elle a 8 ans.
彼はその仕事にはまだ経験が浅い。|Il est encore inexpérimenté dans son emploi.
私はジョーのグループに加わりたいです。|Je veux rejoindre le groupe de John.
我々は夜遅くまで議論を続行した。|Nous avons repris notre débat jusqu'à tard le soir.
その机の上に食べ物があります。|Il y a de la nourriture sur le bureau.
その犬は病気だったらしい。|On dirait que ce chien a été malade.
ヒルトン・ホテルまでお願い。|L'hôtel Hilton, s'il vous plaît.
彼女は雇われてから二ヶ月するかしないうちに能力を認められた。|À peine deux mois après avoir été embauchée ses talents ont été reconnus.
彼の飛行機の到着時間を知っていますか。|Connaissez-vous l'heure d'arrivée de son avion ?
天才とは忍耐に堪え得る偉大な適性に外ならぬ。|Le génie n'est rien de plus qu'une grande capacité pour la patience.
私は寝る前にテレビを消すのを忘れた。|J'ai oublié d'éteindre la télé avant de me coucher.
彼らは討論を始めた。|Ils entamèrent une discussion.
トムは試験に落ちたのを病気のせいにした。|Tom imputa l’échec de son examen à sa maladie.
学生の身なのでまだ結婚する気になれない。|Étant seulement étudiant, je ne peux pas me permettre de me marier.
うん、君は？|Bien. Et toi ?
幸運にも彼は、その事故で死ななかった。|Heureusement il n'est pas mort dans l'accident.
つづく。|À suivre.
それは授業の終わりだった。|C'était la fin du cours.
彼は永久にアフリカを去った。|Il a quitté l'Afrique pour toujours.
彼女は頭痛がして困ると言った。|Elle se plaignait d'avoir mal à la tête.
彼は老衰で二年前に亡くなった。|Il est mort de vieillesse il y a deux ans.
この机を動かすのを手伝ってくれませんか。|Pouvez-vous m'aider à déplacer ce bureau ?
トムはもうお昼食べたの？|Tom a en fait déjà mangé ?
彼は来てくれるといったが、おまけに喜んできてくれると言った。|Il a dit qu'il viendrait, et qui plus est que ça lui faisait plaisir.
私はその問題の重要さがわかっていなかった。|Je n'avais pas réalisé l'amplitude du problème.
裁判官はついうっかり笑ってしまった。|Le juge rit par inadvertance.
自分の３０年後の姿なんて知りたくもない。|Je ne veux vraiment pas savoir à quoi je vais ressembler dans trente ans.
彼は環境保護についてりっぱな演説をした。|Il a fait un beau discours sur la protection de l'environnement.
他人は私が好きなのだろうか。|Les autres m'aiment-ils ?
彼女の態度は私の自尊心を傷つけた。|Son attitude a blessé mon amour propre.
なんでそんなに頭いいの？|Pourquoi t’es si intelligente ?
私は今朝電車に乗るときに旧友に会った。|En prenant le train ce matin, j'ai rencontré un vieil ami.
私に関する限り、彼をまったく信用していない。|En ce qui me concerne, je ne lui fais pas du tout confiance.
先日貸した本を返してもらいたい。|Je veux que tu me rendes le livre que je t'ai prêté l'autre jour.
彼がどこへ行ってしまったのか誰も知らない。|Dieu seul sait où il a pu passer.
彼女は、美人というよりかわいい。|Elle est davantage mignonne que belle.
トムには彼女が2人いる。|Tom a deux copines.
鳥は翼を動かさず空中を滑走できる。|Un oiseau peut planer dans les airs sans bouger ses ailes.
アメリカの台所は日本のものよりずっと広い。|Les cuisines américaines sont plus grandes que les cuisines japonaises.
何の略字ですか。|C'est l'abréviation de quoi ça ?
彼は法律の網にかかった。|Il a été pris dans les étreintes de la loi.
私はソビエト連邦のことはまったく知らない。|Je ne sais rien sur l'URSS.
今日はとても暑い。|Aujourd'hui, il fait très chaud.
彼は金持ちだが幸せではない。|Bien qu'il soit riche, il n'est pas heureux.
私はシェイクスピアが生まれた家を訪れた。|J'ai visité la maison dans laquelle Shakespeare est né.
期末試験のために、一生懸命勉強しなくてはいけない。|Je dois me donner à fond dans les études pour les examens finaux.
僕は彼が試合に勝つのではないかと推測している。|Je subodore qu'il puisse gagner le jeu.
本当に暇なら本を読め。区立図書館で借りて。|Si tu as vraiment du temps libre, lis un livre. Empruntes-en un à la bibliothèque du district.
自由について私に話したかったの？|Tu voulais me parler de liberté ?
音楽を聴くのが好きですか、それとも、歌うのが好きですか。|Aimez-vous écouter la musique ou chanter des chansons ?
私はただの名無しの権兵衛です。|Je suis juste un monsieur tout-le-monde.
そんなふうにジロジロ見るのはやめてくれ。|Arrête de me dévisager comme cela.
君と僕は同いだ。|Toi et moi sommes du même âge.
君は彼と同じくらい速く泳げますか。|Peux-tu nager aussi rapidement que lui ?
友達のあらさがしをするな。|Ne cherche pas les défauts chez tes amis.
あなたの英語は人に通じますか。|Peux-tu te faire comprendre en anglais ?
詩を習うことは記憶力を養うよい訓練となる。|Apprendre des poésies est une bonne discipline de mémoire.
彼はそれほど背が高くない。|Il n'est pas si grand.
彼はなんとうまくプレーしたことでしょう。|Comme il a bien joué !
お前は教員になる決心をしたのか。|As-tu décidé de devenir professeur ?
彼と結婚するつもりはない。|Je n'ai pas l'intention de l'épouser.
石橋をたたいて渡る。|On n'est jamais trop prudent.
悲しいです。|C’est triste.
何考えてるの？|Qu’est-ce qui te prend ?
明るい内にテントを張ってしまおう。|Plantons la tente tant qu'il fait encore jour.
あなたがいなくなれば寂しくなります。|Vous me manquerez beaucoup si vous partez.
パスポートは所有者をある国の国民であることを確認し、海外への旅行を認めるためのものである。|Un passeport t'identifie comme citoyen d'un pays et te permet de voyager dans des pays étrangers.
彼は私が言うとおりにした。|Il a fait ça comme je lui ai dit.
私の腕はまだ痛む。|Mon bras me fait encore souffrir.
彼女は病気だといったが、それはうそだった。|Elle a dit qu'elle était malade, mais c'était un mensonge.
ほら！冷蔵庫の横にゴキブリがいるでしょ！早くなんとかして！|Oh! Il y a une coquerelle à côté du réfrigérateur ! Fais vite quelque chose !
このじゅうたんの大きさは縦１２０センチ横１６０センチだ。|Les dimensions de ce tapis sont de 120 par 160 centimètres.
すぐ返事をしてもらいたいと思っています。|J'espère que vous me répondrez bientôt.
その本をどこで買いましたか。|Où as-tu acheté ce livre ?
何が心配なの？|Qu'est-ce qui te préoccupe ?
